TOKEN	NE-COARSE-LIT	NE-COARSE-METO
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1798-02-15-a-p0002/647,545,510,44/full/0/default.jpg
servante	O	O
qui	O	O
sache	O	O
coudre	O	O
et	O	O
travailler	O	O
dans	O	O
un	O	O
jardin	O	O
.	O	O
S	O	O
'	O	O
adr	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1798-02-15-a-p0002/647,567,271,45/full/0/default.jpg
au	O	O
bureau	O	O
d	O	O
'	O	O
avis	O	O
.	O	O
'	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1798-02-15-a-p0002/626,591,529,44/full/0/default.jpg
14	O	O
.	O	O
Le	O	O
«	O	O
5	O	O
janvier	O	O
dernier	O	O
,	O	O
on	O	O
a	O	O
trouvé	O	O
de	O	O
Neuchatel	B-loc	O
à	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1798-02-15-a-p0002/646,611,509,44/full/0/default.jpg
_	O	O
Chaumont	O	O
,	O	O
un	O	O
petit	O	O
chien	O	O
noir	O	O
.	O	O
La	O	O
personne	O	O
à	O	O
laquelle	O	O
il	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1798-02-15-a-p0002/647,633,510,44/full/0/default.jpg
appartient	O	O
peut	O	O
ie	O	O
réclamer	O	O
chtz	O	O
Jean	B-pers	O
Pierre	I-pers	O
Baxdet	I-pers	O
.	O	O
Le	O	O
même	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1798-02-15-a-p0002/646,655,511,44/full/0/default.jpg
est	O	O
toujours	O	O
assorti	O	O
de	O	O
toutes	O	O
sortes	O	O
de	O	O
boisselages	O	O
,	O	O
seilles	O	O
à	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1798-02-15-a-p0002/647,677,509,45/full/0/default.jpg
tau	O	O
,	O	O
boues	O	O
à	O	O
tonneaux	O	O
et	O	O
coupons	O	O
pour	O	O
mettre	O	O
iapâteau	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1798-02-15-a-p0002/646,699,42,44/full/0/default.jpg
four	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1798-02-15-a-p0002/626,722,531,44/full/0/default.jpg
i	O	O
5	O	O
.	O	O
La	O	O
noble	O	O
Compagnie	B-org	O
des	I-org	O
Marchands	I-org	O
de	O	O
Neuchatel	B-loc	O
offre	O	O
à	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1798-02-15-a-p0002/646,745,510,44/full/0/default.jpg
prête	O	O
/	O	O
une	O	O
somme	O	O
de	O	O
L	O	O
.	O	O
1400	O	O
d	O	O
'	O	O
ici	O	O
.	O	O
Les	O	O
personnes	O	O
àqui	O	O
elle	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1798-02-15-a-p0002/647,766,512,44/full/0/default.jpg
pourrait	O	O
convenir	O	O
,	O	O
peuvent	O	O
s	O	O
'	O	O
adresser	O	O
à	O	O
M	B-pers	O
.	I-pers	O
Henri	I-pers	O
Gigaud	I-pers	O
,	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1798-02-15-a-p0002/647,788,509,44/full/0/default.jpg
membre	O	O
du	O	O
petit	O	O
Conseti	O	O
;	O	O
son	O	O
procureur	O	O
,	O	O
soit	O	O
à	O	O
M	B-pers	O
.	I-pers	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1798-02-15-a-p0002/647,810,507,44/full/0/default.jpg
Ghatenay	O	O
du	O	O
grand	O	O
Conseil	O	O
,	O	O
son	O	O
receveur	O	O
,	O	O
ou	O	O
à	O	O
M	B-pers	O
.	I-pers	O
le	I-pers	O
greffier	I-pers	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1798-02-15-a-p0002/647,832,447,44/full/0/default.jpg
Péter	O	O
,	O	O
son	O	O
secrétaire	O	O
,	O	O
eu	O	O
présentant	O	O
leurs	O	O
sûretés	O	O
.	O	O

# language = fr
# newspaper = EXP
# date = 1808-09-01
# document_id = EXP-1808-09-01-a-i0001
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/97,398,1031,28/full/0/default.jpg
m	O	O
_	O	O
'	O	O
¦	O	O
'	O	O
—	O	O
""""	O	O
.	O	O
.	O	O
'	O	O
i	O	O
-	O	O
i	O	O
'	O	O
i	O	O
'	O	O
—	O	O
'	O	O
i	O	O
m	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/100,405,1022,52/full/0/default.jpg
Nota	O	O
.	O	O
Les	O	O
Avis	O	O
à	O	O
insérer	O	O
dans	O	O
cette	O	O
Feuille	O	O
,	O	O
qui	O	O
ne	O	O
seront	O	O
pas	O	O
remis	O	O
au	O	O
Bureau	O	O
le	O	O
Mardi	O	O
matin	O	O
,	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/191,428,844,52/full/0/default.jpg
à	O	O
neuf	O	O
-	O	O
heures	O	O
au	O	O
plus	O	O
tard	O	O
,	O	O
seront	O	O
renvoyés	O	O
irrévocablement	O	O
à	O	O
l	O	O
'	O	O
ordinaire	O	O
prochain	O	O
_	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/182,478,323,44/full/0/default.jpg
ARTICLES	O	O
OFFICIELS	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/88,506,511,44/full/0/default.jpg
k	O	O
.	O	O
Le	O	O
public	O	O
est	O	O
informé	O	O
,	O	O
qu	O	O
'	O	O
au	O	O
bénéfice	O	O
d	O	O
'	O	O
un	O	O
gracieux	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/111,526,487,44/full/0/default.jpg
arrêt	O	O
de	O	O
la	O	O
Seigneurie	B-loc	O
,	O	O
""""	O	O
et	O	O
d	O	O
'	O	O
une	O	O
sentence	O	O
de	O	O
direction	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/112,548,485,44/full/0/default.jpg
de	O	O
l	O	O
'	O	O
honorable	O	O
Justice	O	O
de	O	O
la	O	O
Chaux	B-loc	O
-	I-loc	O
de	I-loc	O
-	I-loc	O
Fonds	I-loc	O
,	O	O
le	O	O
tuteur	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/110,569,489,44/full/0/default.jpg
et	O	O
les	O	O
parens	O	O
des	O	O
enfans	O	O
'	O	O
de	O	O
Henri	B-pers	O
Jean	I-pers	O
-	I-pers	O
Maire	I-pers	O
,	O	O
se	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/110,591,490,43/full/0/default.jpg
présenteront	O	O
en	O	O
cour	O	O
de	O	O
Justice	O	O
de	O	O
la	O	O
dite	O	O
Chaùx	B-loc	O
-	I-loc	O
de	I-loc	O
-	I-loc	O
Fonds	I-loc	O
,	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/111,612,489,43/full/0/default.jpg
le	O	O
Mardi	O	O
_	O	O
s	O	O
_	O	O
?	O	O
o	O	O
.	O	O
Septembre	O	O
courant	O	O
,	O	O
au	O	O
plaid	O	O
ordinaire	O	O
,	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/112,633,486,44/full/0/default.jpg
aux	O	O
lieu	O	O
et	O	O
heure	O	O
accoutumés	O	O
,	O	O
ponr	O	O
postuler	O	O
au	O	O
nom	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/112,655,487,44/full/0/default.jpg
des	O	O
enfans	O	O
nés	O	O
et	O	O
à	O	O
naître	O	O
du	O	O
dit	O	O
Henri	B-pers	O
Jean	I-pers	O
-	I-pers	O
Maire	I-pers	O
et	O	O
de	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/111,676,492,43/full/0/default.jpg
Reine	O	O
née	O	O
Robert	B-pers	O
-	I-pers	O
Nicoud	I-pers	O
,	O	O
mari	O	O
et	O	O
femme	O	O
,	O	O
une	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/111,697,487,44/full/0/default.jpg
renonciation	O	O
formelle	O	O
et	O	O
juridique	O	O
aux	O	O
biens	O	O
et	O	O
dettes	O	O
présens	O	O
et	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/111,719,487,44/full/0/default.jpg
futurs	O	O
,	O	O
de	O	O
leurs	O	O
dits	O	O
père	O	O
et	O	O
mère	O	O
.	O	O
C	O	O
'	O	O
est	O	O
pourquoi	O	O
tous	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/111,741,488,44/full/0/default.jpg
les	O	O
créanciers	O	O
de	O	O
ces	O	O
derniers	O	O
q	O	O
ui	O	O
croiront	O	O
.	O	O
avoir	O	O
des	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/112,763,486,43/full/0/default.jpg
moyens	O	O
d	O	O
'	O	O
opposition	O	O
à	O	O
apporter	O	O
à	O	O
la	O	O
dite	O	O
demande	O	O
eh	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/111,784,488,44/full/0/default.jpg
renonciation	O	O
,	O	O
pourront	O	O
s	O	O
'	O	O
y	O	O
présenter	O	O
et	O	O
Faire	O	O
valoir	O	O
leurs	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/112,805,486,44/full/0/default.jpg
droits	O	O
,	O	O
ainsi	O	O
et	O	O
comme	O	O
mieux	O	O
leur	O	O
conviendra	O	O
,	O	O
sous	O	O
peine	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/112,827,476,44/full/0/default.jpg
de	O	O
forclusion	O	O
.	O	O
*	O	O
Greffe	O	O
de	O	O
la	O	O
Chaux	B-loc	O
-	I-loc	O
de	I-loc	O
Fonds	I-loc	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/89,849,508,44/full/0/default.jpg
jft	O	O
.	O	O
Le	O	O
Gouvernement	O	O
ayant	O	O
concède	O	O
à	O	O
Henriette	B-pers	O
,	O	O
fille	O	O
de	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/112,870,487,44/full/0/default.jpg
feu	O	O
le	O	O
sieur	O	O
cap	O	O
itaine	O	O
-	O	O
lieutenant	O	O
Jaques	B-pers	O
Henri	I-pers	O
Boûrquin	I-pers	O
,	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/111,891,487,43/full/0/default.jpg
veuve	O	O
de	O	O
Jacob	O	O
fils	O	O
de	O	O
Jaques	B-pers	O
Guye	I-pers	O
,	O	O
des	O	O
Verrières	B-loc	O
_	O	O
,	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/110,912,486,44/full/0/default.jpg
résidante	O	O
et	O	O
paroissienne	O	O
de	O	O
la	O	O
Cote	O	O
-	O	O
aux	O	O
-	O	O
Fées	O	O
,	O	O
de	O	O
mettre	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/110,933,487,44/full/0/default.jpg
ses	O	O
biens	O	O
en	O	O
décret	O	O
;	O	O
tous	O	O
,	O	O
ses	O	O
sieurs	O	O
créanciers	O	O
sont	O	O
dès	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/110,955,488,43/full/0/default.jpg
là	O	O
requis	O	O
de	O	O
se	O	O
rencontrer	O	O
aux	O	O
dites	O	O
Verrières	B-loc	O
,	O	O
au	O	O
siège	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/111,976,486,44/full/0/default.jpg
de	O	O
Justice	O	O
,	O	O
par	O	O
-	O	O
devant	O	O
M	B-pers	O
.	I-pers	O
Charles	I-pers	O
Cousandièr	I-pers	O
,	O	O
""""	O	O
maire	O	O
du	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/111,997,486,44/full/0/default.jpg
dit	O	O
lieu	O	O
,	O	O
et	O	O
,	O	O
les	O	O
sieurs	O	O
Egaleurs	O	O
par	O	O
lui	O	O
nommés	O	O
,	O	O
le	O	O
Lundi	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/110,1019,488,44/full/0/default.jpg
Cinq	O	O
Septembre	O	O
prochain	O	O
,	O	O
munis	O	O
de	O	O
leurs	O	O
_	O	O
tiires	O	O
et	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/110,1039,487,44/full/0/default.jpg
prétentions	O	O
,	O	O
afin	O	O
d	O	O
'	O	O
être	O	O
inscrits	O	O
et	O	O
ensuite	O	O
colloques	O	O
selon	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/111,1057,486,39/full/0/default.jpg
leurs	O	O
""""	O	O
rangs	O	O
""""	O	O
et	O	O
dafëS	O	O
7	O	O
""""	O	O
""""	O	O
S	O	O
0	O	O
Trs	O	O
-	O	O
""""	O	O
peme	O	O
ut	O	O
;	O	O
forclusion	O	O
.	O	O
Donne	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/111,1079,487,44/full/0/default.jpg
par	O	O
ordonnance	O	O
au	O	O
greffe	O	O
des	O	O
Verrières	B-loc	O
,	O	O
le	B-time	O
i	I-time	O
5	I-time	O
Août	I-time	O
1	I-time	O
S	I-time	O
08	I-time	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/269,1097,303,43/full/0/default.jpg
-	O	O
,	O	O
H	O	O
.	O	O
-	O	O
F	O	O
.	O	O
JEAHJAQUET	O	O
,	O	O
greffier	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/88,1124,508,43/full/0/default.jpg
_	O	O
£	O	O
.	O	O
Le	O	O
public	O	O
est	O	O
informé	O	O
,	O	O
que	O	O
le	O	O
sieur	B-pers	O
Charles	I-pers	O
-	I-pers	O
Henri	I-pers	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/110,1144,485,43/full/0/default.jpg
vêpre	O	O
,	O	O
et	O	O
la	O	O
demoiselle	O	O
Julie	B-pers	O
-	I-pers	O
Valérie	I-pers	O
Bonvêpre	I-pers	O
,	O	O
fils	O	O
et	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/110,1164,486,44/full/0/default.jpg
fille	O	O
de	O	O
feu	O	O
M	B-pers	O
.	I-pers	O
Charles	I-pers	O
-	I-pers	O
Guillaume	I-pers	O
Bonvêpre	I-pers	O
,	O	O
membre	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/110,1185,486,44/full/0/default.jpg
du	O	O
Grand	O	O
-	O	O
Conseil	O	O
et	O	O
hôpitalier	O	O
,	O	O
et	O	O
de	O	O
la	O	O
damé	O	O
Susanne	B-pers	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/110,1207,485,43/full/0/default.jpg
Petitpierre	O	O
,	O	O
sa	O	O
veuve	O	O
,	O	O
bourgeoise	O	O
de	O	O
Neuchatel	B-loc	O
,	O	O
ont	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/109,1226,488,43/full/0/default.jpg
¦	O	O
été	O	O
admis	O	O
par	O	O
arrêt	O	O
du	O	O
Conseil	O	O
d	O	O
'	O	O
Etat	O	O
en	O	O
date	O	O
du	O	O
5	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/89,1248,508,43/full/0/default.jpg
Juil	O	O
-	O	O
.	O	O
let	O	O
dernier	O	O
,	O	O
à	O	O
postuler	O	O
une	O	O
renonciation	O	O
formelle	O	O
et	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/111,1270,485,44/full/0/default.jpg
ridique	O	O
aux	O	O
""""	O	O
biens	O	O
et	O	O
dettes	O	O
présentes	O	O
et	O	O
futures	O	O
de	O	O
leurs	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/111,1291,485,44/full/0/default.jpg
dits	O	O
père	O	O
et	O	O
mère	O	O
.	O	O
En	O	O
conséquence	O	O
ils	O	O
se	O	O
présenteront	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/111,1312,485,43/full/0/default.jpg
par	O	O
-	O	O
devant	O	O
la	O	O
noble	O	O
Cour	O	O
-	O	O
de	O	O
-	O	O
'	O	O
Justice	B-pers	O
de	I-pers	O
.	I-pers	O
Neuchatel	I-pers	O
,	O	O
qui	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/110,1333,487,43/full/0/default.jpg
sera	O	O
assemblée	O	O
dans	O	O
l	O	O
'	O	O
hôtel	O	O
-	O	O
de	O	O
cette	O	O
ville	O	O
,	O	O
le	O	O
Vendredi	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/114,1357,485,43/full/0/default.jpg
S	O	O
3	O	O
Septembre	O	O
courant	O	O
,	O	O
à	O	O
l	O	O
'	O	O
heure	O	O
ordinaire	O	O
du	O	O
plaid	O	O
,	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/109,1376,487,44/full/0/default.jpg
jour	O	O
auquel	O	O
tous	O	O
ceux	O	O
qui	O	O
pourraient	O	O
opposer	O	O
à	O	O
la	O	O
dite	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/112,1397,485,44/full/0/default.jpg
demande	O	O
en	O	O
renonciation	O	O
,	O	O
spntjpéremptoiiement	O	O
assignés	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/112,1417,484,44/full/0/default.jpg
à	O	O
se	O	O
présenter	O	O
en	O	O
dite	O	O
Justice	O	O
,	O	O
pour	O	O
y	O	O
soutenir	O	O
leurs	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/113,1437,477,44/full/0/default.jpg
droits	O	O
,	O	O
à	O	O
peine	O	O
de	O	O
forclusion	O	O
.	O	O
Greffe	O	O
de	O	O
Neuchatel	B-loc	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/91,1462,508,44/full/0/default.jpg
_	O	O
£	O	O
.	O	O
La	O	O
succession	O	O
de	O	O
feu	O	O
l	O	O
'	O	O
ancien	O	O
d	O	O
'	O	O
é	O	O
glise	O	O
Jonas	O	O
Bes	O	O
6	O	O
on	O	O
,	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/114,1480,487,44/full/0/default.jpg
d	O	O
'	O	O
Engolon	B-loc	O
,	O	O
ayant	O	O
.	O	O
été	O	O
déclaréqjacente	O	O
à	O	O
la	O	O
Seigneurie	B-loc	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/111,1502,486,44/full/0/default.jpg
liquidation	O	O
en	O	O
a	O	O
été	O	O
ordonnée	O	O
et	O	O
fixée	O	O
au	O	O
Vendredi	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/113,1524,486,44/full/0/default.jpg
8	O	O
Septemb	O	O
.	O	O
<	O	O
e	O	O
courant	O	O
.	O	O
Et	O	O
Henri	B-pers	O
Favre	I-pers	O
,	O	O
de	O	O
Villard	O	O
_	O	O
,	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/110,1545,488,44/full/0/default.jpg
et	O	O
sa	O	O
femme	O	O
Jeanne	B-pers	O
-	I-pers	O
Marie	I-pers	O
née	I-pers	O
Morel	I-pers	O
,	O	O
veuve	O	O
de	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/110,1566,489,44/full/0/default.jpg
Jean	B-pers	O
-	I-pers	O
Daniel	I-pers	O
Favre	I-pers	O
,	O	O
ayant	O	O
'	O	O
obtenu	O	O
la	O	O
discussion	O	O
de	O	O
leurs	O	O
biens	O	O
,	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/110,1588,487,43/full/0/default.jpg
pour	O	O
satisfaire	O	O
à	O	O
leurs	O	O
dettes	O	O
,	O	O
qui	O	O
a	O	O
aussi	O	O
été	O	O
_	O	O
firfe	O	O
au	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/110,1608,487,43/full/0/default.jpg
Mercredi	O	O
7	O	O
du	O	O
dit	O	O
mois	O	O
:	O	O
Tous	O	O
créanciers	O	O
quelcçtiqnes	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/112,1628,490,43/full/0/default.jpg
de	O	O
ces	O	O
deux	O	O
masses	O	O
,	O	O
compris	O	O
ceux	O	O
de	O	O
celle	O	O
à	O	O
la	O	O
_	O	O
stfsdite	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/111,1648,489,44/full/0/default.jpg
veuve	O	O
du	O	O
chef	O	O
de	O	O
son	O	O
premier	O	O
mari	O	O
,	O	O
sont	O	O
requis	O	O
%	O	O
è	O	O
se	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/110,1669,488,44/full/0/default.jpg
présenter	O	O
_	O	O
Jes	O	O
jours	O	O
sus	O	O
-	O	O
indiqués	O	O
,	O	O
devant	O	O
M	B-pers	O
.	I-pers	O
le	I-pers	O
Maire	I-pers	O
de	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/111,1691,486,44/full/0/default.jpg
Valangin	B-loc	O
,	O	O
et	O	O
M	O	O
.	O	O
les	O	O
égaleurs	O	O
nommés	O	O
,	O	O
vers	O	O
les	O	O
huit	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/110,1712,489,44/full/0/default.jpg
heures	O	O
du	O	O
matin	O	O
,	O	O
afin	O	O
de	O	O
faire	O	O
valoir	O	O
leurs	O	O
prétentions	O	O
,	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/109,1734,465,44/full/0/default.jpg
et	O	O
se	O	O
colloqùer	O	O
selon	O	O
droit	O	O
,	O	O
_	O	O
BOOB	O	O
peine	O	O
de	O	O
forclusion	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/412,1757,165,44/full/0/default.jpg
Greffe	O	O
de	O	O
Valangin	B-loc	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/89,1776,507,44/full/0/default.jpg
>	O	O
5	O	O
.	O	O
Marianne	B-pers	O
Perrenoud	I-pers	O
,	O	O
de	O	O
la	O	O
Sagne	B-loc	O
,	O	O
fille	O	O
de	O	O
feu	O	O
Jacob	B-pers	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/112,1796,475,44/full/0/default.jpg
Perrenoud	I-pers	O
,	O	O
et	O	O
de	O	O
Judith	B-pers	O
née	O	O
Jaquet	B-pers	O
,	O	O
morte	O	O
le	O	O
27	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/112,1816,486,43/full/0/default.jpg
Juillet	O	O
,	O	O
c	O	O
-	O	O
t	O	O
enterrée	O	O
le	O	O
29	O	O
du	O	O
même	O	O
mois	O	O
à	O	O
_	O	O
.	O	O
Neuchatel	B-loc	O
,	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/111,1837,485,44/full/0/default.jpg
ayant	O	O
par	O	O
son	O	O
testament	O	O
du	B-time	O
7	I-time	O
Août	I-time	O
179	I-time	O
8	O	O
,	O	O
appelle	O	O
comme	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/110,1858,485,44/full/0/default.jpg
héritiers	O	O
de	O	O
ses	O	O
biens	O	O
,	O	O
ses	O	O
parens	O	O
issus	O	O
de	O	O
germains	O	O
,	O	O
en	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/110,1879,485,44/full/0/default.jpg
disant	O	O
:	O	O
„	O	O
Je	O	O
crée	O	O
et	O	O
institue	O	O
pour	O	O
mes	O	O
seuls	O	O
et	O	O
uniques	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/109,1904,486,44/full/0/default.jpg
„	O	O
héritiers	O	O
.	O	O
en	O	O
tous	O	O
mes	O	O
biens	O	O
,	O	O
mes	O	O
cousins	O	O
et	O	O
cousines	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1808-09-01-a-p0001/109,1925,486,44/full/0/default.jpg
„	O	O
remués	O	O
de	O	O
germains	O	O
,	O	O
sans	O	O
exception	O	O
,	O	O
ne	O	O
les	O	O
